"","zip","required_testing","not_required_testing","required_testing_tested","required_testing_not_tested","number_of_first_tests","first_test_pos_required","first_test_neg_required","first_test_pos_req_percent","latest_test_positive_required","latest_test_negative_required","latest_test_pos_required_percent","any_test_positive_all","any_test_positive_req","number_of_facilities_tested_all","number_of_facilities_tested_req","atp_percent_of_tested_all","atp_percent_of_tested_req","max_capacity_required","day_night_capacity_required","max_capacity_all","day_night_capacity_all","atp_max_capacity_req","ltp_max_capacity_req","ltp_percent_bucket","ltp_count_bucket","ftp_percent_bucket","ftp_count_bucket","atp_count_bucket","atp_percent_bucket","atp_mc_bucket","ltp_mc_bucket","should_bucket"
"820","62884",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"821","62888",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,50,50,50,50,50,50,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","030 - 50","031 - 50","0"
"822","62893",0,3,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,23,23,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"823","62896",8,2,0,8,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,292,313,322,356,0,0,NA,"0","0","0","0",NA,"0","0","01 - 10"
"824","62897",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,12,12,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"825","62898",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,8,8,0,0,"0%","0","0","0","0",NA,"0","0","0"
"826","62901",9,1,2,7,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,700,749,715,772,48,48,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","030 - 50","031 - 50","01 - 10"
"827","62902",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,16,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"828","62903",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,14,14,14,14,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"829","62907",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"830","62914",4,0,0,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,96,115,96,115,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"831","62917",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"832","62918",9,4,3,6,3,0,3,0,0,3,0,0,0,0,0,NA,NA,631,650,732,751,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"833","62920",1,0,1,0,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,91,91,91,91,91,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","0","0"
"834","62924",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,36,36,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"835","62926",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,20,20,28,28,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"836","62930",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,43,43,120,120,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"837","62931",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,20,20,20,20,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"838","62933",3,0,2,1,2,0,2,0,0,2,0,0,0,0,0,NA,NA,132,256,132,256,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"839","62935",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,12,12,12,12,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"840","62938",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,18,18,18,18,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"841","62939",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,28,32,28,32,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"842","62946",9,1,2,7,3,1,2,33.3333333333333,0,2,0,1,1,0,0,Inf,Inf,378,406,410,450,83,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","0","01 - 10"
"843","62948",9,1,4,5,4,2,2,50,2,2,50,2,2,0,0,Inf,Inf,151,184,159,192,19,19,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"844","62949",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,7,14,7,14,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"845","62952",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,31,31,31,31,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"846","62959",8,0,3,5,3,0,3,0,0,3,0,0,0,0,0,NA,NA,274,290,274,290,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"847","62960",4,0,2,2,2,1,1,50,0,2,0,1,1,0,0,Inf,Inf,247,247,247,247,157,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","101 - 200","0","01 - 10"
"848","62964",2,1,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,84,88,100,115,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"849","62966",9,4,1,8,1,0,1,0,0,1,0,0,0,0,0,NA,NA,174,192,221,251,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"850","62974",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"851","62982",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"852","62983",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,6,6,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"853","62988",1,0,1,0,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,28,28,28,28,28,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","0","0"
"854","62995",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,68,76,111,119,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"855","62999",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,16,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"856","63201",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"857","63648",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,8,16,8,16,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
