"","zip","required_testing","not_required_testing","required_testing_tested","required_testing_not_tested","number_of_first_tests","first_test_pos_required","first_test_neg_required","first_test_pos_req_percent","latest_test_positive_required","latest_test_negative_required","latest_test_pos_required_percent","any_test_positive_all","any_test_positive_req","number_of_facilities_tested_all","number_of_facilities_tested_req","atp_percent_of_tested_all","atp_percent_of_tested_req","max_capacity_required","day_night_capacity_required","max_capacity_all","day_night_capacity_all","atp_max_capacity_req","ltp_max_capacity_req","ltp_percent_bucket","ltp_count_bucket","ftp_percent_bucket","ftp_count_bucket","atp_count_bucket","atp_percent_bucket","atp_mc_bucket","ltp_mc_bucket","should_bucket"
"387","61107",13,3,4,9,10,3,7,30,1,3,25,3,1,0,0,Inf,Inf,244,288,916,1001,6,6,"20.01 - 30.0%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"388","61108",19,1,4,15,12,4,8,33.3333333333333,0,4,0,4,1,0,0,Inf,Inf,211,324,324,526,8,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","11 - 20"
"389","61109",7,1,2,5,3,0,3,0,0,2,0,0,0,0,0,NA,NA,56,107,453,527,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"390","61111",9,3,4,5,5,2,3,40,2,2,50,2,2,0,0,Inf,Inf,134,152,407,458,78,78,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"391","61114",6,1,3,3,4,1,3,25,1,2,33.3333333333333,1,1,0,0,Inf,Inf,257,288,348,398,87,87,"Greater than 30%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"392","61115",9,3,0,9,5,4,1,80,0,0,NA,4,0,0,0,Inf,NA,78,106,157,225,0,0,NA,"0","More than 50%","01 - 5","0",NA,"0","0","01 - 10"
"393","61201",41,3,10,31,13,3,10,23.0769230769231,2,8,20,3,2,0,0,Inf,Inf,915,1092,1030,1239,82,82,"15.01 - 20%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","31 - 38"
"394","61230",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,6,6,6,6,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"395","61231",5,0,2,3,2,0,2,0,0,2,0,0,0,0,0,NA,NA,89,89,89,89,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"396","61232",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,20,20,28,33,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"397","61233",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,6,6,6,6,0,0,"0%","0","0","0","0",NA,"0","0","0"
"398","61234",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"399","61235",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,13,13,13,13,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"400","61238",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"401","61240",4,0,2,2,2,2,0,100,2,0,100,2,2,0,0,Inf,Inf,68,68,68,68,52,52,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"402","61241",4,1,0,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,74,74,86,86,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"403","61244",15,2,7,8,8,0,8,0,0,7,0,0,0,0,0,NA,NA,180,275,434,545,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"404","61250",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,5,5,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"405","61252",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,8,8,0,0,"0%","0","0","0","0",NA,"0","0","0"
"406","61254",8,1,4,4,4,3,1,75,3,1,75,3,3,0,0,Inf,Inf,130,138,219,230,84,84,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"407","61257",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"408","61261",0,0,0,0,1,1,0,100,0,0,NA,1,0,0,0,Inf,NA,0,0,44,44,0,0,NA,"0","More than 50%","01 - 5","0",NA,"0","0","0"
"409","61263",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"410","61264",7,0,2,5,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,79,86,79,86,6,6,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"411","61265",42,1,11,31,13,7,6,53.8461538461538,5,6,45.4545454545455,7,5,0,0,Inf,Inf,904,1018,1048,1247,89,89,"Greater than 30%","01 - 5","More than 50%","06 - 10","01 - 5","More than 50%","051 - 100","051 - 100","31 - 38"
"412","61270",10,1,6,4,6,4,2,66.6666666666667,3,3,50,4,4,0,0,Inf,Inf,106,106,208,302,52,46,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","031 - 50","01 - 10"
"413","61272",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,11,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"414","61273",5,0,1,4,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,120,120,120,120,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"415","61275",8,2,3,5,4,2,2,50,1,2,33.3333333333333,2,2,0,0,Inf,Inf,154,167,175,193,98,8,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","005 - 15","01 - 10"
"416","61277",1,1,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,30,30,38,38,30,30,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","030 - 50","016 - 30","0"
"417","61278",2,1,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,14,25,61,72,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"418","61279",1,2,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,24,24,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"419","61281",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,58,58,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"420","61282",5,1,2,3,2,2,0,100,2,0,100,2,2,0,0,Inf,Inf,167,181,400,414,46,46,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","030 - 50","031 - 50","01 - 10"
"421","61284",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"422","61301",5,1,2,3,3,3,0,100,2,0,100,3,2,0,0,Inf,Inf,109,117,166,182,16,16,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"423","61310",2,1,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,12,12,20,20,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"424","61318",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"425","61325",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"426","61326",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,7,7,7,7,0,0,"0%","0","0","0","0",NA,"0","0","0"
"427","61327",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"428","61342",6,1,3,3,4,1,3,25,0,3,0,1,1,0,0,Inf,Inf,93,93,101,101,50,0,"0%","0","21 - 30%","01 - 5","01 - 5","More than 50%","030 - 50","0","01 - 10"
"429","61345",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,24,24,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"430","61348",0,2,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,13,13,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"431","61350",9,3,3,6,3,1,2,33.3333333333333,0,3,0,1,1,0,0,Inf,Inf,332,340,366,374,90,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","0","01 - 10"
"432","61353",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,50,50,50,50,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"433","61354",8,2,3,5,3,2,1,66.6666666666667,1,2,33.3333333333333,2,2,0,0,Inf,Inf,57,63,101,107,16,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","005 - 15","01 - 10"
"434","61356",3,0,1,2,1,0,1,0,0,1,0,0,0,0,0,NA,NA,91,91,91,91,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"435","61360",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,18,18,18,18,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"436","61362",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,33,33,33,33,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"437","61363",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"438","61364",6,0,3,3,3,3,0,100,2,1,66.6666666666667,3,3,0,0,Inf,Inf,237,253,237,253,65,57,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"439","61373",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"440","61376",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,46,46,46,46,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"441","61377",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"442","61379",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"443","61401",26,1,7,19,7,0,7,0,0,7,0,0,0,0,0,NA,NA,477,545,491,567,0,0,"0%","0","0","0","0",NA,"0","0","11 - 20"
"444","61410",6,0,1,5,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,58,68,66,81,6,6,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"445","61412",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,42,42,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"446","61413",3,0,1,2,1,0,1,0,0,1,0,0,0,0,0,NA,NA,19,19,27,27,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"447","61414",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"448","61418",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,13,13,13,13,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"449","61421",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"450","61422",5,1,0,5,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,37,37,45,49,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"451","61423",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,16,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"452","61434",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,60,60,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"453","61436",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"454","61437",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,8,8,8,8,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"455","61443",16,0,2,14,3,1,2,33.3333333333333,1,1,50,1,1,0,0,Inf,Inf,264,280,293,309,8,8,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","11 - 20"
"456","61448",3,2,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,22,25,50,53,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"457","61450",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"458","61455",8,0,0,8,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,477,477,483,489,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"459","61462",21,1,7,14,7,1,6,14.2857142857143,1,6,14.2857142857143,1,1,0,0,Inf,Inf,228,242,236,250,8,8,"10.01 - 15.0%","01 - 5","14 - 20%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","11 - 20"
"460","61465",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,28,28,28,28,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"461","61467",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,24,32,24,32,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"462","61469",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,20,20,20,20,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"463","61473",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,8,8,0,0,"0%","0","0","0","0",NA,"0","0","0"
"464","61480",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"465","61486",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"466","61488",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,12,16,28,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"467","61489",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"468","61490",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,7,7,7,7,7,7,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"469","61491",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,26,26,26,26,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"470","61520",7,1,2,5,2,0,2,0,0,2,0,0,0,0,0,NA,NA,200,206,311,317,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"471","61523",5,1,3,2,3,0,3,0,0,3,0,0,0,0,0,NA,NA,33,41,38,51,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"472","61525",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,6,6,6,6,6,6,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"473","61526",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,7,7,7,7,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"474","61528",2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,34,34,42,42,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"475","61529",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,12,12,12,12,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"476","61530",2,0,1,1,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,20,20,20,20,5,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"477","61531",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,49,49,49,49,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"478","61533",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,12,16,20,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"479","61535",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,16,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"480","61536",1,0,1,0,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,75,75,75,75,75,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","0","0"
"481","61537",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,7,7,7,7,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"482","61540",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,18,18,18,18,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"483","61542",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,60,60,60,60,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"484","61546",2,1,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,94,94,110,110,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"485","61547",2,1,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,24,24,32,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"486","61548",5,3,3,2,3,1,2,33.3333333333333,1,2,33.3333333333333,1,1,0,0,Inf,Inf,113,113,242,242,7,7,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"487","61550",4,3,1,3,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,176,184,425,433,132,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","0","01 - 10"
"488","61552",1,0,1,0,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,48,48,48,48,48,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","030 - 50","0","0"
"489","61554",12,2,4,8,4,2,2,50,2,2,50,2,2,0,0,Inf,Inf,512,520,528,544,212,212,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","201 - 300","201 - 300","01 - 10"
"490","61559",2,0,1,1,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,62,62,70,70,6,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"491","61568",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,15,15,15,15,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"492","61569",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,6,6,6,6,0,0,"0%","0","0","0","0",NA,"0","0","0"
"493","61571",7,7,2,5,2,0,2,0,0,2,0,0,0,0,0,NA,NA,54,61,670,677,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"494","61602",0,1,0,0,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,94,94,0,0,NA,"0","0","0","0",NA,"0","0","0"
"495","61603",10,1,3,7,3,3,0,100,2,1,66.6666666666667,3,3,0,0,Inf,Inf,686,706,692,718,199,192,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"496","61604",12,2,2,10,2,2,0,100,0,2,0,2,2,0,0,Inf,Inf,198,259,443,504,16,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","0","01 - 10"
"497","61605",5,2,1,4,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,482,482,650,650,152,152,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"498","61606",3,1,2,1,2,2,0,100,1,1,50,2,2,0,0,Inf,Inf,26,34,31,39,18,7,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","005 - 15","01 - 10"
"499","61607",6,0,1,5,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,206,214,206,214,94,94,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"500","61610",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,28,28,28,28,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"501","61611",1,0,1,0,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,135,135,152,152,135,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","0","0"
"502","61614",17,0,6,11,6,6,0,100,3,3,50,6,6,0,0,Inf,Inf,679,715,805,841,286,121,"Greater than 30%","01 - 5","More than 50%","06 - 10","06 - 10","More than 50%","201 - 300","101 - 200","11 - 20"
"503","61615",11,5,1,10,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,817,849,1201,1233,8,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"504","61616",2,0,1,1,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,106,106,106,106,100,100,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"505","61635",1,0,1,0,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,0,0,0,0,0,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","0","0","0"
"506","61701",21,2,4,17,6,1,5,16.6666666666667,1,3,25,1,1,0,0,Inf,Inf,464,513,746,804,8,8,"20.01 - 30.0%","01 - 5","14 - 20%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","11 - 20"
"507","61704",22,8,4,18,5,2,3,40,2,2,50,2,2,0,0,Inf,Inf,438,468,1239,1393,39,39,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","030 - 50","031 - 50","11 - 20"
"508","61705",4,2,0,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,32,40,51,59,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"509","61724",0,0,0,0,1,1,0,100,0,0,NA,1,0,0,0,Inf,NA,0,0,8,8,0,0,NA,"0","More than 50%","01 - 5","0",NA,"0","0","0"
"510","61726",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,15,15,23,23,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"511","61727",7,1,5,2,6,0,6,0,0,5,0,0,0,0,0,NA,NA,77,77,97,97,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"512","61729",1,1,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,27,27,35,35,27,27,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","0"
"513","61732",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"514","61733",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"515","61736",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,8,16,8,16,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"516","61738",5,1,0,5,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,124,124,132,132,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"517","61739",3,1,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,24,24,70,70,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"518","61740",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,12,12,12,12,0,0,"0%","0","0","0","0",NA,"0","0","0"
"519","61741",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"520","61743",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"521","61744",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,7,7,7,7,0,0,"0%","0","0","0","0",NA,"0","0","0"
"522","61745",5,1,3,2,3,2,1,66.6666666666667,2,1,66.6666666666667,2,2,0,0,Inf,Inf,44,44,52,52,16,16,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"523","61747",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,57,57,57,57,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"524","61752",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,16,24,24,32,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"525","61753",5,0,3,2,3,2,1,66.6666666666667,2,1,66.6666666666667,2,2,0,0,Inf,Inf,35,35,43,43,15,15,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"526","61754",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,86,86,86,86,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"527","61755",1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,119,119,0,0,"0%","0","0","0","0",NA,"0","0","0"
"528","61759",2,0,1,1,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,16,16,16,16,8,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"529","61760",3,0,1,2,1,0,1,0,0,1,0,0,0,0,0,NA,NA,24,32,24,32,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
